1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	0	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	-2	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-3	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-4	-2	-3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	-2	-3	-2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	0	-4	-2	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	1	-3	-2	-4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	-3	-3	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	5	-2	-2	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	6	0	-2	-6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	9	6	6	-1	-3	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	12	6	10	0	-1	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	10	8	10	5	1	-7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	7	10	8	12	2	-2	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2	11	6	16	5	1	-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	3	7	12	10	3	-7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-10	-1	-3	7	7	17	7	0	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-19	-7	-13	3	1	16	9	5	-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-23	-22	-15	-10	-2	7	15	9	-5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-26	-33	-17	-21	-6	0	19	12	3	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-31	-41	-26	-33	-15	-11	14	13	10	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-42	-37	-41	-34	-31	-15	-1	16	12	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-44	-32	-50	-34	-39	-22	-14	14	16	7	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-39	-29	-47	-39	-48	-32	-30	3	11	14	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-15	-31	-32	-46	-41	-47	-35	-19	11	16	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	-18	-10	-37	-31	-52	-43	-34	4	15	9	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	6	6	-20	-27	-53	-48	-52	-12	6	18	-6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	49	24	18	-20	-32	-55	-52	-39	2	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	86	57	53	1	-9	-47	-51	-55	-11	12	12	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	108	95	81	38	14	-32	-45	-68	-30	-3	20	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	126	145	106	90	36	9	-39	-57	-58	-10	15	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	154	178	138	136	77	54	-14	-43	-68	-25	7	13	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	180	178	172	167	125	88	21	-20	-71	-44	-13	22	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	201	172	209	186	184	123	81	5	-42	-69	-23	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	188	157	210	201	224	161	136	46	-10	-70	-39	0	15	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	128	144	172	206	229	208	176	99	31	-58	-54	-25	23	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	53	108	114	197	210	246	201	165	71	-13	-74	-34	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-18	-34	30	41	143	171	249	222	222	120	40	-60	-46	-7	16	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-169	-134	-97	-38	24	118	200	237	239	174	94	-30	-55	-34	25	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-317	-252	-240	-144	-107	37	118	227	235	232	142	37	-65	-42	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-465	-407	-386	-289	-258	-98	1	167	203	265	188	106	-40	-50	-13	20	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-588	-592	-529	-485	-391	-291	-123	38	164	245	234	166	12	-51	-43	26	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-701	-743	-670	-663	-545	-483	-280	-125	82	184	262	206	91	-52	-50	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-819	-862	-814	-817	-713	-673	-473	-320	-48	90	259	231	170	-9	-49	-22	21	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-912	-902	-955	-910	-891	-805	-712	-499	-251	-13	171	247	221	57	-45	-52	26	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-930	-900	-1000	-968	-1009	-927	-904	-688	-474	-162	42	229	245	146	-32	-56	-5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-857	-840	-952	-969	-1045	-1012	-1051	-872	-703	-353	-130	166	232	226	21	-50	-30	24	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
-653	-724	-762	-911	-960	-1065	-1075	-1062	-873	-609	-286	10	207	257	106	-33	-62	25	-6	0	0	0	0	0	0	0	0	0	0	0	0	0
-369	-458	-483	-693	-789	-985	-1036	-1148	-1016	-848	-486	-188	128	248	194	-8	-64	-10	9	0	0	0	0	0	0	0	0	0	0	0	0	0
9	-69	-117	-343	-514	-772	-903	-1128	-1104	-1052	-697	-413	10	189	268	60	-42	-40	24	-1	0	0	0	0	0	0	0	0	0	0	0	0
459	497	346	198	-139	-372	-683	-919	-1152	-1125	-942	-597	-217	113	269	153	-17	-72	23	-6	0	0	0	0	0	0	0	0	0	0	0	0
1071	1119	952	813	421	132	-304	-612	-1031	-1128	-1119	-798	-459	-24	223	240	24	-67	-17	8	0	0	0	0	0	0	0	0	0	0	0	0
1790	1813	1665	1508	1125	763	253	-176	-744	-1013	-1199	-965	-711	-198	107	298	100	-34	-52	25	0	0	0	0	0	0	0	0	0	0	0	0
2623	2516	2495	2235	1978	1462	984	345	-218	-812	-1090	-1133	-870	-467	-21	260	203	7	-80	20	-6	0	0	0	0	0	0	0	0	0	0	0
3401	3284	3277	3036	2840	2294	1787	1039	418	-394	-855	-1163	-1012	-727	-214	163	273	60	-68	-23	8	0	0	0	0	0	0	0	0	0	0	0
4086	4010	3984	3816	3648	3172	2629	1869	1156	215	-466	-1045	-1076	-957	-421	-13	310	145	-15	-61	24	1	0	0	0	0	0	0	0	0	0	0
4612	4676	4534	4560	4342	4073	3439	2826	1952	1061	28	-673	-1081	-1045	-715	-196	222	247	37	-85	17	-6	0	0	0	0	0	0	0	0	0	0
